RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
40,New Jersey,11,239700,239300,238800,238200,237600,237200,237000,237100,237600,238400,239100,239700,240400,241100,241900,242600,243200,243900,244600,245400,246200,247100,247900,248500,249000,249700,250400,251400,252400,253600,255000,256500,258200,260100,261900,263700,265600,267600,269700,271800,274000,276200,278500,281000,283900,287000,290200,293300,296600,299900,303200,306500,309900,313200,316500,319800,323300,326700,330100,333400,336600,339700,342900,346100,349400,352700,356100,359600,363100,366700,370100,373400,376700,380000,383400,386900,390700,394800,399100,403600,408200,412800,417200,421600,425900,430200,434400,438600,442400,445900,449500,453000,456600,460400,464600,469000,473900,479100,484800,491000,497300,503700,509900,515900,521700,527300,532600,538200,544300,550500,556700,563000,569100,575100,580900,586200,591200,595600,599300,602800,606000,608400,609900,610600,610300,609300,607700,605500,603400,601600,599800,598400,597300,595700,593400,591000,588400,586100,583900,581700,579700,577700,575300,573000,570600,567300,563300,559100,554800,550800,547300,543900,540900,537900,534700,531300,527700,523200,518600,515300,513300,512400,512100,512200,511400,511100,512800,511900,507500,505100,505200,504300,502700,500700,498500,496100,493500,491000,488000,486100,485700,485200,484000,482900,481200,479000,477000,475100,473300,471300,469100,467800,467900,468000,467800,467500,467700,468100,468000,468200,468900,469500,470300,471600,473000,474900,476800,479300,481900,484100,486300,488800,491400,493400,495100,496600,497800,498300,499000,500400,501500,502400,503500,504500,505300,506200,506900,507100,507500,508800,510100,511100,512200,513100,513700,514100,515100,516100,516800,517300,517900,518400,519200,519800,520300,520800,521500,522400,523700,524500,525700,528900,534100,539000,542600,545300,548100,550700,552600,553800,554800,557000,560000,562400,563600,564900,566300,567100,567400,568200,569400,570200,571000
56,Virginia,12,199200,199300,199400,199500,199800,200200,200800,201400,202200,203000,203500,203800,203900,204000,204100,204100,204200,204400,204800,205300,206100,207200,208200,209200,210400,211600,212800,214200,215600,216900,218200,219500,220800,222100,223200,224200,225100,225900,226800,227800,228800,230000,231500,233100,235100,237300,239400,241300,243200,245100,247000,249100,251300,253800,256400,259100,262100,265200,268100,270800,273500,276100,278700,281300,283900,286700,289500,292500,295600,298700,301700,304700,307600,310300,313200,316100,319200,322300,325600,328900,332200,335500,338700,342000,345300,348600,352000,355400,359000,362800,367000,371400,376200,381200,386700,393000,400300,408500,417600,427100,436500,445400,453700,461200,468500,475400,482500,490100,498500,507100,515500,523300,530000,535700,540300,543800,546700,548800,550100,550400,549700,547900,545200,541700,537700,533500,529700,526400,523900,522300,520700,519100,517100,514500,511100,507200,503100,499000,494800,490400,485900,481500,476700,471500,466100,460500,455100,450600,447200,444700,442400,440300,438500,436800,434700,432000,428800,425100,421800,420100,419600,419700,420100,420800,420800,421100,422300,422500,421400,421700,422700,422500,421200,420000,419100,417900,416500,414200,411700,410700,411400,412400,412900,413400,414000,413900,413200,413200,413500,413600,413900,415000,416500,418100,419900,421800,422800,423300,424800,426200,427600,429600,432100,434200,436300,438700,440700,442600,444700,446000,446800,447800,449600,450900,452000,453000,454200,454800,455000,455200,455800,456500,457400,458100,458100,458200,459200,460500,461300,461600,461900,462200,462600,463400,464000,464300,464500,464800,465200,466300,467800,469300,471000,472000,472600,473900,475300,476600,477900,479300,480300,481600,483100,484500,485600,486400,487200,488500,489700,490700,492300,495100,498200,500300,501200,501900,502600,503400,504300,505400,506600,507900,509400
59,Washington,13,209800,209800,210000,210400,211100,211900,213000,214100,215500,216900,218200,219400,220700,221900,223200,224500,225800,227100,228400,229700,231100,232500,233900,235500,237200,239100,241200,243600,246100,248400,250400,252100,253300,254200,255000,255800,256800,258200,259700,261400,263100,264900,266800,268800,270900,273100,275100,277100,279000,280800,282300,283700,285000,286300,287700,289200,290900,292600,294200,295600,296600,297400,298100,298700,299300,300000,301000,302200,303600,305100,306500,307600,308400,309000,309400,309800,310300,311100,312300,313800,315400,317100,318900,320700,322600,324500,326200,327800,329300,330900,332600,334600,336800,339400,342200,345200,348400,352000,356000,360100,364500,368900,373400,377800,382300,386800,391300,396400,402300,408700,415700,423100,430500,437500,444100,450200,456100,461600,466800,472100,477800,483500,489000,494100,498800,502900,506400,509200,512000,514800,517200,519700,522400,524500,525600,526200,526200,525700,524500,522700,521000,519100,516200,513100,510300,506900,502600,497700,492400,487400,482800,478500,474900,471500,466800,461200,455600,449700,443800,439400,436400,434200,432500,431700,430100,429500,430900,429400,424700,421400,418900,415400,412600,410100,407600,405600,402900,399300,396000,394100,391600,388900,387200,386800,385700,384100,383000,382100,381700,381000,380700,381300,383000,384800,387500,390000,392600,395200,397600,399800,402100,404700,408000,412700,418100,423000,426400,429300,432100,434500,436200,438100,439600,440900,442600,445000,447500,450200,453400,456600,459400,462600,466000,468600,471300,474000,476400,479500,484400,489300,493300,497600,502600,507400,512100,517100,522100,526600,531300,537400,543800,549200,554900,561600,567600,572600,578100,584700,591300,597900,604500,611100,619400,628900,636400,642200,647100,651500,656400,662200,669000,677400,684900,688600,690900,694900,698100,697800,696500,697600,698600,698100,698700
26,Massachusetts,14,230700,231500,232300,233300,234200,235200,236300,237200,238300,239500,240500,241300,242300,243500,244900,246400,248000,249700,251400,253300,255600,258100,260600,262800,265100,267400,269700,271800,273900,275900,278000,280100,282500,285200,287900,290600,293700,297000,300600,304400,308100,311800,315600,319600,324000,328600,333300,337700,342200,346800,351400,356200,361100,366100,371100,376200,381500,386800,391900,396700,401400,405800,410200,414500,418700,422600,426400,429800,433000,436000,438800,441600,444300,447200,450300,453700,457200,460900,464800,468900,473100,477000,480800,484400,487800,490800,493300,495500,497600,499800,502300,505200,508400,511700,515100,518600,522400,526500,531000,535900,540900,545800,550500,554800,558700,562500,566000,569500,572800,575400,577300,578500,579100,579200,579000,578300,577300,576300,575200,574100,572600,570800,568500,565900,563200,560700,558400,556200,554300,553000,552000,551000,549900,548500,546900,544900,542900,540600,538000,535100,532100,529200,526300,523200,520000,517100,514500,512200,510400,509100,508000,507200,506800,506900,506800,505800,504000,501400,498900,497700,497800,498300,498800,499300,499600,500600,502600,502900,501600,501600,502600,502500,501900,501000,499900,499000,498500,496700,493100,491500,492400,493000,492700,492800,492600,491900,491100,490800,490900,490700,490300,491000,492300,493800,495900,498200,499400,500600,502900,505400,506700,507300,509300,512800,516800,520500,523900,527100,530500,533900,537400,540100,541800,543800,546400,548700,551200,554400,557300,559200,560900,562600,564300,566700,570200,573200,575900,578100,579700,581500,584200,587400,591000,593900,595800,597400,598900,600800,602700,604900,607700,610700,613700,616500,619200,622200,624700,627300,631700,637200,642300,646600,650400,653200,655100,656600,658700,661900,665500,668600,671500,675900,681000,684500,687400,691200,694300,696200,698200,699500,700800,702700,704800
22,Indiana,15,148500,147700,146800,145900,145200,144500,144000,143800,144000,144300,144800,145200,145400,145700,146100,146700,147400,148000,148400,148500,148100,147200,146300,145500,145000,144900,145200,145600,146200,146800,147200,147100,146400,145100,143600,142300,141400,141200,141800,143000,144200,145300,146200,146800,147400,148100,148800,149500,150100,150600,151000,151500,152100,152800,153600,154700,155900,157200,158500,159600,160500,161200,161900,162500,163000,163600,164100,164600,165000,165500,165800,165900,165800,165800,165800,165900,166000,166300,166500,166800,167100,167600,168500,169700,170800,171300,171100,170200,169200,168500,168200,168200,168400,168700,169100,169600,170300,171200,172300,173200,173800,174100,174300,174600,175000,175500,176100,176700,177400,178100,178700,179400,180200,180900,181600,182200,182800,183200,183500,183700,184000,184300,184700,185200,185800,186300,186800,187100,187300,187600,187800,188100,188200,188400,188500,188600,188800,189100,189400,189800,190100,190300,190300,190300,190200,189900,189400,188900,188300,187800,187200,186700,186300,185900,185500,185200,184700,184200,183600,183100,182800,182600,182500,182400,182200,182100,182400,182500,182500,182800,183200,183400,183300,183200,183100,183000,182900,182800,182600,182200,181500,180900,180600,180400,180200,180100,180100,180000,179900,179800,179900,180200,180600,180900,181100,181500,182000,182500,183000,183500,183800,183900,183700,183500,183500,183500,183700,184200,184600,184800,185000,185400,185800,186200,186700,187100,187700,188500,189000,189400,189900,190300,190400,190900,191600,192200,192700,193300,194100,194600,195100,195800,196400,196800,197300,197700,198300,199100,200200,201300,202200,203300,204500,205700,206600,207700,208600,209300,210100,211300,212800,214300,215500,216600,217600,218300,218900,219700,220600,221700,222400,223500,225100,226900,228600,230700,232600,234400,236200,238400,240700,242800,244400
8,Arizona,16,166200,166400,166700,167200,167900,168600,169500,170300,171200,172200,173200,174100,175100,176000,176900,177800,178700,179600,180500,181400,182200,183000,183600,184100,184500,185100,185800,186500,187400,188200,189100,190000,191000,192000,192900,193900,195000,196100,197200,198300,199500,200600,201700,202900,204200,205600,207000,208500,209900,211200,212300,213400,214300,215200,216200,217600,219100,220700,222300,223800,225100,226100,226900,227600,228200,228900,229700,230700,231700,232800,233900,234800,235600,236400,237200,238000,238900,240100,241300,242700,244100,245500,246700,247900,249000,250300,251700,253100,254700,256500,258400,260400,262500,264700,267100,269800,272800,276300,280600,285700,291500,297800,304800,312300,320600,329300,338500,348500,359900,372300,385400,398800,411600,422900,432400,439800,445500,449900,453300,456200,458100,458800,458200,456400,454000,451300,448500,446100,444200,442800,441500,440300,439000,437300,434800,431600,427600,422800,417400,411700,405700,399600,393200,386700,380700,375000,369400,363900,358500,353000,347400,342000,336600,331500,326000,320100,314200,308300,303000,299100,296700,294800,293200,292200,291400,291100,291100,290500,288700,286700,285000,282200,278600,275900,274400,272100,269900,268500,267500,266500,265000,262800,260800,259200,258300,257800,258300,259900,261900,263300,264900,267400,270900,274700,278100,281600,285000,287600,289600,292100,294500,296400,298700,301900,305400,309100,313100,317000,320400,323400,325300,326500,327700,329100,330300,331100,331500,332200,333200,333500,333400,333900,335100,336300,337200,337900,338500,339000,340200,342200,344200,345900,347800,349600,350900,351700,352900,354300,355400,356400,357800,358800,359800,361700,363900,365400,366700,368300,369600,370400,371500,373500,375700,377500,379200,380900,382200,383600,385100,386500,388300,391300,394500,396900,398800,400600,402400,404400,406500,408700,411000,412800,414300
53,Tennessee,17,132300,133100,133900,134800,135600,136400,137000,137700,138500,139300,140000,140500,141000,141500,142000,142400,142800,143300,143800,144200,144600,145000,145400,145800,146300,146900,147500,148300,148900,149600,150200,150700,151100,151500,151700,152000,152400,152900,153600,154400,155300,156200,157000,157800,158600,159400,160200,160900,161400,161800,162100,162400,162700,163100,163500,164100,164800,165500,166200,166800,167200,167500,167700,167900,168000,168200,168400,168600,168900,169100,169400,169700,170000,170200,170500,170800,171300,171900,172500,173200,173900,174400,174900,175400,175900,176600,177200,177800,178500,179200,180100,180800,181600,182300,183000,183600,184400,185400,186600,188000,189400,190700,192100,193500,195000,196500,198000,199600,201400,203200,205000,206900,208700,210500,212200,213700,215100,216600,218100,219700,221400,223000,224600,226100,227600,229000,230300,231500,232700,233800,234600,235500,236400,237100,237500,237900,238100,238100,237900,237500,237200,237000,236700,236700,236800,236500,235800,234900,233700,232600,231600,230800,230100,229700,229200,228600,228000,227000,225900,225100,224600,224200,224100,224000,223700,223700,224600,224300,222400,221700,221900,221500,220800,220100,219600,219200,218800,218300,217600,217200,216900,216600,216300,216100,215900,215500,215100,215000,215100,214800,214400,214400,214800,215100,215200,215500,216000,216400,216800,217000,217100,217200,217500,218100,219200,220400,221400,222300,223100,224000,225000,226000,227000,227900,228700,229600,230700,231700,232600,233500,234200,235000,235800,236700,237600,238300,239100,240100,241400,242600,243700,244700,246000,247300,248600,249900,251200,252700,254100,255600,257200,258900,260600,262300,264000,265600,267200,268800,270700,272800,274500,276100,277800,279200,280300,281800,283200,284400,285500,286700,287900,290000,293000,295700,297500,298600,299500,300500,302000,303700,305400,306900,308000
32,Missouri,18,145300,145600,145900,146300,146700,147200,147700,148100,148500,148800,149200,149500,149900,150400,150900,151300,151800,152200,152700,153400,154200,155100,156100,157000,157800,158600,159300,160000,160600,161200,161800,162300,163000,163700,164400,165100,165700,166300,166900,167500,168100,168700,169300,170000,170700,171600,172400,173200,174000,174800,175700,176600,177500,178300,179200,180000,180900,181800,182700,183700,184600,185600,186400,187200,187900,188600,189300,190000,190900,191800,192800,193700,194500,195300,195900,196600,197200,197900,198700,199400,200200,201000,201900,202800,203700,204700,205600,206600,207500,208400,209400,210400,211500,212500,213400,214200,214900,215600,216500,217400,218400,219300,220200,220900,221300,221400,221400,221400,221600,221900,222300,222800,223300,223900,224600,225300,226200,227100,227900,228900,229700,230500,231200,232000,232700,233300,233900,234200,234400,234700,234800,235100,235500,235700,235700,235700,235500,235300,235100,234900,234900,234900,234800,234600,234300,233800,233200,232500,231800,231100,230600,230200,230000,229700,229400,229100,228700,228000,227100,226000,225000,224100,223300,222800,222600,222700,223100,222400,220800,219600,219400,219100,218800,218200,217600,217200,216400,215500,214800,213900,213300,213300,213200,213200,213700,214100,213900,213300,212400,211400,210800,211000,211600,211800,212000,212800,213700,214700,215500,216000,216600,217200,217300,217800,219100,220400,221300,221700,221600,221600,222200,223200,224100,224800,225700,226400,227000,227200,227300,227200,227100,227200,227400,227500,228000,228800,229600,230500,231600,232800,234300,235700,237100,238500,239500,240600,241700,242700,243400,244200,245100,246300,247300,248100,249000,250000,250900,252000,253300,254700,256100,257700,259000,259900,260700,261600,262500,263300,264300,265500,266600,268300,270800,272800,274100,275500,277200,279000,280300,281500,282900,284300,285400
27,Maryland,19,218000,217400,216700,216100,215600,215400,215400,215600,216100,216700,217200,217300,217300,217200,217100,217000,216900,217000,217200,217400,217500,217700,217800,217800,217900,218200,218700,219300,219900,220600,221400,222200,223200,224200,225100,225900,226800,227600,228500,229500,230700,231900,233400,235000,236800,238700,240400,242000,243400,244900,246300,247900,249500,251400,253400,255700,258100,260600,263000,265300,267600,269900,272200,274600,277100,279800,282500,285400,288400,291600,294900,298500,302300,306200,310200,314300,318300,322400,326600,331000,335400,339800,344400,349100,353900,358800,363600,368500,373300,378100,382900,387600,392300,397100,402000,407200,412900,419000,425800,433200,440800,448500,456200,463900,471900,479700,487200,494800,502700,510600,518300,525800,532700,538700,544100,548600,552700,556100,559000,561800,564600,566900,568500,569600,570100,570100,569800,568900,568100,567100,565600,564400,563400,561400,558400,554900,550800,546400,541700,536800,532000,527100,522100,517900,514200,509700,504400,499000,493700,489000,485000,481300,478000,474900,471200,467600,463900,458900,453700,450400,448600,447800,447400,447500,446200,445600,447800,446300,440300,437300,437500,435800,433500,431800,430500,429100,427900,426600,424500,422700,422100,421300,420200,419100,418200,416600,414200,412000,410700,410200,409900,410700,412800,414800,416000,417600,419400,420800,421400,421700,422400,422700,422600,423500,425500,427500,429900,432300,434000,435300,436900,438800,440600,441700,442100,442900,443400,443400,443900,445100,445400,445300,445800,446100,445800,445700,446000,446100,446600,447000,447300,447600,447800,447500,447700,448700,449900,450500,450800,451900,454000,456500,458600,460100,461000,461800,462800,463900,464900,465600,466300,467300,468700,469700,469600,468900,468700,469900,471500,472800,474300,476400,479200,481900,483900,485100,485300,485400,486500,488000,489200,489800,490800
60,Wisconsin,20,145800,146800,147800,148700,149600,150500,151300,152100,152900,153900,154600,155100,155600,155900,155900,155700,155400,154900,154500,154200,154300,154700,155100,155300,155600,155900,156200,156600,157200,157900,158800,159700,160700,161800,162900,163800,164600,165400,166100,166800,167500,168300,169200,170200,171600,173200,174700,176200,177700,179100,180500,181800,183000,184000,185000,185900,187000,188100,189200,190300,191300,192300,193300,194400,195400,196500,197500,198700,200000,201500,202900,204300,205500,206500,207300,207900,208500,209100,209900,211000,212300,213700,215200,216600,218000,219500,221000,222600,224200,225800,227400,228900,230600,232300,234300,236200,238200,240100,242000,243800,245800,247700,249200,249800,249200,247400,245200,243400,242500,242600,243500,245100,246800,248400,250000,251300,252700,253900,255100,256300,257200,257900,258400,258700,258800,258800,258800,259000,259500,260300,261100,261700,262100,262100,261800,261300,260800,260300,260000,259700,259500,259300,259000,258500,257900,256900,255800,254600,253500,252500,251600,250900,250300,249800,249300,248900,248300,247500,246400,245500,244600,244000,243500,243200,242900,242900,243200,243000,242100,241700,241600,241100,240200,239000,237700,236400,235100,234200,233200,232200,231300,230500,229500,228700,228400,228100,227800,227700,227700,227400,227100,226800,227000,227400,227800,228100,228600,229200,229700,230000,230400,230900,231700,232600,233500,234200,235100,236200,237000,237700,238700,239600,240400,241300,242300,243100,244000,244900,245700,246500,247400,248100,248500,249100,249600,249900,250300,251200,252400,253500,254800,256200,257400,258300,259200,260500,262000,263100,264200,265600,267000,268400,269600,270500,271500,272600,273700,274800,276000,277200,278300,279900,281400,282600,283600,284800,285900,287100,288400,289300,290300,292000,293700,295100,296600,298500,300400,302200,303900,305800,307900,309800,311200
31,Minnesota,21,137400,137800,138500,139300,140300,141200,142200,143100,144000,144800,145700,146400,147000,147600,148300,149200,150100,151000,151900,152700,153200,153700,154100,154400,154700,155100,155600,156500,157600,158800,160200,161600,163200,164700,166300,168100,170100,172200,174300,176300,178200,180000,181800,183600,185400,187300,189100,190800,192600,194400,196400,198500,200800,203100,205400,207600,209700,211700,213400,215000,216700,218600,220800,223300,225900,228500,231100,233500,235900,238300,240700,243200,245500,247600,249500,251100,252400,253700,255200,256900,258800,260700,262600,264600,266500,268400,270300,272300,274200,276200,278300,280400,282700,285100,287500,289900,292400,294700,296800,298900,300800,302600,304300,306000,307800,309700,311700,313800,316100,318000,319600,321100,322400,323700,324900,325900,326800,327600,328100,328700,329300,329700,329800,329700,329300,328900,328500,328300,328400,328600,328600,328500,328300,327400,326100,324700,323500,322400,321200,319500,317500,315400,312900,310800,309100,307000,304500,301900,299300,297000,294900,292900,291300,290000,288600,287500,286300,284000,281600,280100,279500,279400,279400,279500,279000,278800,280200,279700,276900,275900,276400,275400,273400,270700,268200,266100,264200,262100,259200,256500,255100,254200,253400,253300,253400,253500,253700,254000,254200,254400,254700,255400,256700,258200,260000,262200,264300,266000,267400,269000,270900,272700,274000,275200,276400,278100,280100,282100,284300,286500,288600,290400,291900,292600,293400,295100,297400,299100,300300,301200,301600,301900,302100,302000,302200,303200,304500,306200,308500,310500,311600,312500,313600,314700,315800,316800,317900,319100,320800,322600,324200,325100,326000,327100,328100,329300,330800,332200,333500,335200,337100,339300,341600,343400,344900,345700,346200,347200,348300,349200,350500,352400,354800,357000,359000,360400,361000,361600,362700,363700,365000,366900,368700
10,Colorado,22,207800,207300,207000,206800,206900,207200,207800,208600,209300,209900,210300,210700,211200,211900,212900,214000,215400,216800,218200,219400,220400,221200,221800,222200,222900,223900,225400,227400,229700,232300,234900,237600,240200,242700,245100,247400,249900,252400,255000,257700,260400,263000,265700,268400,271500,274700,278100,281500,285000,288400,291700,294900,297900,300900,303900,307000,310200,313500,316600,319600,322400,324800,326800,328500,329900,331100,332000,332900,333700,334700,335700,336700,337500,338100,338500,338800,338900,339000,339100,339300,339500,339800,340300,340800,341200,341300,341300,341300,341300,341500,342000,342700,343700,344900,346100,347200,348400,349700,351100,352700,354300,356100,357800,359400,360800,362100,363300,364800,366700,368800,371000,373300,375600,377800,379900,382000,384100,386100,387800,389500,391300,392900,394400,396200,397800,399400,400700,402000,403100,404200,405000,405900,406900,407800,408400,409100,409700,410000,409900,409300,408400,407500,406400,405500,404900,404200,403200,402200,400800,399500,398500,397700,397200,396900,396300,395400,394300,392500,390400,388700,387400,386300,385400,384800,383700,383500,384500,384100,381200,379100,378300,377000,375500,374300,373100,371900,370500,368600,366500,365300,365200,365300,365100,364600,364100,363900,364000,365000,366300,367100,367600,368600,370100,371800,373500,375100,376900,378800,380600,382200,383900,385600,387600,390000,392900,395600,398500,402000,405700,408600,411200,413600,415500,417200,419000,421200,423600,426500,429500,432300,434900,437600,440100,442800,446100,449700,453000,456800,461300,465700,470000,474200,477700,480800,483700,486600,489600,492600,495500,498800,502300,505600,508700,512200,515300,517600,519800,522400,525400,528900,532800,536700,540500,543100,544700,546000,547700,549600,551700,553700,556300,561100,566900,571400,574400,576900,578900,580500,582000,584400,588400,591900,594000
4,Alabama,23,142400,142300,142300,142500,142800,143300,143800,144100,144300,144500,144800,145100,145600,146100,146600,147000,147400,147700,148000,148300,148600,148800,149000,149200,149300,149500,149700,150100,150600,151200,151800,152400,153100,153800,154500,155200,155900,156500,156900,157300,157600,157800,158000,158200,158400,158600,158800,159200,159600,160100,160600,161200,161800,162400,163000,163800,164800,165800,166700,167700,168500,169100,169400,169600,169600,169600,169500,169500,169600,169700,169900,170300,170600,170900,171200,171500,171700,172000,172400,172800,173400,174000,174500,175000,175600,176300,177100,178000,178900,179800,180700,181500,182300,183100,183900,184800,185700,186600,187600,188700,189900,191100,192200,193200,194000,194400,194300,193900,193400,193200,193500,194300,195500,197000,198500,200200,201900,203600,205300,207300,209500,211700,213700,215600,217200,218400,219100,219700,220200,220900,221700,222600,223600,224100,224000,223300,222400,221600,221100,220800,220700,220600,220500,220600,220800,220700,220100,219400,218500,217600,216700,216100,215600,215000,214400,213900,213400,212600,211600,210700,209800,208900,208100,207500,206700,206300,206700,206400,204700,203700,203900,203800,203200,202200,201400,200400,199600,198700,197700,196700,196200,196200,196300,196200,195800,195400,195200,195000,194700,194500,194400,194400,194800,195300,195600,196300,198700,202000,204200,205100,206100,207200,208600,210300,212000,213300,214400,215500,216600,217800,219500,221500,223300,224700,225600,226100,226500,226900,227500,228000,228300,228400,228700,229400,230100,230400,230000,229600,229500,229600,229600,229600,229600,229100,228700,228900,229600,229900,230300,231000,231800,232300,232700,232900,232700,232400,232300,232500,232900,233100,233200,233700,234600,235300,235500,235600,235600,235400,235100,235200,235600,237200,239700,242300,243700,244700,245700,247000,248300,249700,251100,252200,252900
51,South Carolina,24,135300,135400,136100,137300,138800,140600,142400,144400,146300,148200,150200,152200,154000,155400,156500,157400,158100,158700,159000,159200,159100,159000,159200,159800,160500,161300,162100,162600,163000,163500,164000,164500,165000,165400,166000,166800,167700,168600,169800,171000,172200,173400,174700,176100,177600,179100,180800,182500,184000,185200,186200,186900,187400,187900,188400,188900,189500,190200,190900,191600,192000,192300,192600,192800,193000,193300,193600,194000,194400,194800,195200,195500,195900,196400,197100,197900,198800,199700,200600,201500,202500,203300,204000,204800,205600,206600,207600,208600,209800,211000,212200,213500,214800,216000,217300,218500,219800,221300,222800,224500,226200,228000,230000,232000,234100,236100,238200,240600,243300,246100,249000,252000,254900,257900,260800,263600,266500,269400,272300,275300,278300,281300,284100,286900,289500,291900,293700,295000,295900,296500,296900,297100,297400,297300,296800,296100,295200,294300,293500,292700,292000,291400,290600,289500,288400,286800,285000,283100,281100,279100,277200,275300,273700,272300,270800,269300,267800,266000,264100,262500,261200,260100,259200,258700,258000,257800,258600,258000,255700,254200,253900,253000,252000,250800,249600,248200,246700,245000,243200,242100,241700,241300,240600,240000,239800,239400,239100,239100,239200,239000,238600,238800,239600,240400,240700,241000,241500,242100,242700,243100,243500,243800,244200,244700,245300,246000,247100,248200,249200,250000,250900,251400,251800,252100,252500,253200,253800,254100,254100,254100,254100,254200,254400,255000,255800,256800,257700,258400,259300,260400,261700,262900,264000,265000,265800,266500,267700,269300,270600,271700,273300,275100,276900,278800,280500,281900,283200,284500,285900,287300,288400,289500,290400,291100,291800,292900,293800,294400,295100,296200,297100,298800,301700,304500,306500,308100,309100,309900,310900,312300,314400,316500,318000
25,Louisiana,25,153200,154500,155900,157300,158700,160300,162000,163700,165300,166700,167700,168400,168800,168900,168800,168500,167800,166800,165300,163200,160800,158300,156600,156000,157000,159500,163300,167900,172600,176800,180000,182100,183300,183800,184100,184600,185500,186800,188100,189200,189700,189600,189300,189400,190000,191000,192400,193900,195400,197000,198800,200600,202200,203500,204200,204400,204000,202900,200800,197400,192100,185000,176600,168400,161600,156900,153800,152000,151200,151000,151200,151500,152100,152800,153600,154300,154700,154900,154900,155100,155400,155900,156500,157000,157500,158000,158600,159300,160200,161200,162200,163300,164500,165700,166900,168000,169200,170300,171500,172800,174000,175000,175800,176400,176700,176800,177000,177500,178400,179800,181700,183800,186100,188300,190400,192400,194200,195800,197100,198300,199600,200800,202000,203200,204300,205300,206200,207000,207800,208500,209300,210100,210900,211700,212400,213100,213500,213800,214000,214200,214600,215000,215400,215800,216100,216000,215800,215500,215400,215300,215100,215100,215200,215300,215500,215700,215900,215800,215600,215500,215500,215300,215100,215100,215300,215400,215500,215600,215600,215700,215900,215700,215400,215200,215100,214600,213900,213600,213400,212500,211500,211300,211300,211300,211200,211300,211400,211200,210800,210400,210500,211100,211700,212200,212800,213100,213300,213700,214100,214700,215200,215700,216100,216500,217000,217700,218200,218900,219600,220200,220700,221500,222300,222600,222700,223000,223500,224000,224500,225300,226100,226400,226700,227400,228300,229100,229800,230400,231000,231700,232400,232700,232900,233200,233600,234000,234800,236000,237400,238700,240000,241000,242000,243300,244700,245900,247000,248100,249100,250100,251300,252900,254300,255300,255900,256300,256300,256400,257000,258000,258500,258800,259100,259500,259900,260100,260000,260400,261200,262600,263800,264500,264700
